0.02	0.0163902
0.02	0.0167938
0.02	0.015869
0.02	0.0162623
0.02	0.0164371
0.02	0.0159332
0.02	0.0164674
0.02	0.0164891
0.02	0.0162563
0.02	0.0168237
0.02	0.0159725
0.02	0.0162021
0.02	0.016367
0.02	0.0162718
0.02	0.0163966
0.02	0.0164122
0.02	0.0164622
0.02	0.0163728
0.02	0.0163596
0.02	0.0168021
0.02	0.0165457
0.02	0.016334
0.02	0.0161768
0.02	0.0166996
0.02	0.0166066
0.02	0.0164909
0.02	0.0162992
0.02	0.016515
0.02	0.0162029
0.02	0.0166052
0.02	0.016225
0.02	0.0165964
0.02	0.016704
0.02	0.0167122
0.02	0.0165509
0.02	0.0163925
0.02	0.0164529
0.02	0.016581
0.02	0.016528
0.02	0.0164091
0.02	0.016706
0.02	0.0165916
0.02	0.0162785
0.02	0.0167013
0.02	0.0166151
0.02	0.0168431
0.02	0.016428
0.02	0.0164648
0.02	0.016671
0.02	0.0166084
0.02	0.0164461
0.02	0.0164511
0.02	0.0165734
0.02	0.0166112
0.02	0.0164039
0.02	0.0163603
0.02	0.0164315
0.02	0.0163696
0.02	0.0164097
0.02	0.0163678
0.02	0.0163725
0.02	0.0167595
0.02	0.0161066
0.02	0.0165816
0.02	0.0166169
0.02	0.0164658
0.02	0.0165853
0.02	0.0173737
0.02	0.0162808
0.02	0.0166802
0.02	0.0161506
0.02	0.0166578
0.02	0.0159444
0.02	0.0161064
0.02	0.0162344
0.02	0.0164388
0.02	0.0162601
0.02	0.0163233
0.02	0.0163459
0.02	0.0160989
0.02	0.0161349
0.02	0.0164633
0.02	0.0161795
0.02	0.0156031
0.02	0.0162859
0.02	0.0160191
0.02	0.0163058
0.02	0.0163463
0.02	0.016483
0.02	0.0162381
0.02	0.0162226
0.02	0.016489
0.02	0.0165518
0.02	0.0163461
0.02	0.016629
0.02	0.0162771
0.02	0.0163381
0.02	0.0165775
0.02	0.0162652
0.02	0.0166594
0.02	0.0165234
0.02	0.0163521
0.02	0.0164347
0.02	0.0163732
0.02	0.0165128
0.02	0.0161661
0.02	0.0159684
0.02	0.0159901
0.02	0.0163639
0.02	0.0163154
0.02	0.0167731
0.02	0.016567
0.02	0.0167114
0.02	0.0166868
0.02	0.0161272
0.02	0.0164984
0.02	0.0164977
0.02	0.0166534
0.02	0.0167305
0.02	0.0163688
0.02	0.0167026
0.02	0.0164189
0.02	0.0163127
0.02	0.0167645
0.02	0.0167196
0.02	0.0160299
0.02	0.0165764
0.02	0.0165364
0.02	0.0164423
0.02	0.0163501
0.02	0.0165346
0.02	0.0165642
0.02	0.0159546
0.02	0.0165398
0.02	0.0165804
0.02	0.0168855
0.02	0.0160535
0.02	0.016071
0.02	0.0165922
0.02	0.0167451
0.02	0.0165097
0.02	0.0161698
0.02	0.0163079
0.02	0.0166918
0.02	0.0163693
0.02	0.016287
0.02	0.0164146
0.02	0.016747
0.02	0.0167628
0.02	0.0166049
0.02	0.0164209
0.02	0.0161736
0.02	0.0163705
0.02	0.0165666
0.02	0.0162694
0.02	0.0166515
0.02	0.0166547
0.02	0.0165375
0.02	0.0167046
0.02	0.0160024
0.02	0.0161108
0.02	0.0159892
0.02	0.016684
0.02	0.0164869
0.02	0.0163011
0.02	0.0163646
0.02	0.0168865
0.02	0.0165098
0.02	0.016026
0.02	0.0164201
0.02	0.0163104
0.02	0.0161884
0.02	0.0165925
0.02	0.0163321
0.02	0.0166228
0.02	0.0164764
0.02	0.0166376
0.02	0.0166487
0.02	0.0164915
0.02	0.0167087
0.02	0.0162182
0.02	0.0168868
0.02	0.0164807
0.02	0.0164139
0.02	0.0168917
0.02	0.0166792
0.02	0.0166376
0.02	0.0162886
0.02	0.0164491
0.02	0.0164853
0.02	0.0164243
0.02	0.0166088
0.02	0.0165006
0.02	0.0163305
0.02	0.0164616
0.02	0.0163547
0.02	0.0166251
0.02	0.0163741
0.02	0.0162565
0.02	0.0166531
0.02	0.0165682
0.02	0.0165128
0.02	0.0164871
0.02	0.0166297
0.02	0.0164663
0.02	0.0167689
0.02	0.0164729
0.02	0.0163723
0.02	0.0166088
0.02	0.0166906
0.02	0.0163766
0.02	0.0161573
0.02	0.0165635
0.02	0.0166881
0.02	0.0162016
0.02	0.0167021
0.02	0.0165559
0.02	0.0163216
0.02	0.0164736
0.02	0.0164112
0.02	0.0165763
0.02	0.0165111
0.02	0.0163207
0.02	0.0162
0.02	0.0164125
0.02	0.0167577
0.02	0.0163328
0.02	0.0167275
0.02	0.0162737
0.02	0.0164154
0.02	0.0164631
0.02	0.016295
0.02	0.0165841
0.02	0.0163181
0.02	0.0162199
0.02	0.0167146
0.02	0.0165724
0.02	0.0166704
0.02	0.0166096
0.02	0.0166985
0.02	0.0163558
0.02	0.0161621
0.02	0.0165371
0.02	0.0158185
0.02	0.0166231
0.02	0.0164401
0.02	0.0163446
0.02	0.0165577
0.02	0.016319
0.02	0.0162179
0.02	0.0167088
0.02	0.0162229
0.02	0.0166919
0.02	0.0166649
0.02	0.016442
0.02	0.0165473
0.02	0.0166599
0.02	0.0162873
0.02	0.0161259
0.02	0.0165178
0.02	0.0163588
0.02	0.0169641
0.02	0.016091
0.02	0.0164773
0.02	0.0164252
0.02	0.0163671
0.02	0.0164522
0.02	0.0162783
0.02	0.0165446
0.02	0.0166319
0.02	0.0167164
0.02	0.0165526
0.02	0.0165619
0.02	0.0165682
0.02	0.0166568
0.02	0.0165383
0.02	0.0162784
0.02	0.0166147
0.02	0.0163899
0.02	0.0167586
0.02	0.016546
0.02	0.0160657
0.02	0.0166978
0.02	0.016007
0.02	0.0165563
0.02	0.0164824
0.02	0.0165603
0.02	0.0164133
0.02	0.0165724
0.02	0.0164833
0.02	0.0165438
0.02	0.0165777
0.02	0.016656
0.02	0.0162941
0.02	0.0165771
0.02	0.016716
0.02	0.0166855
0.02	0.0166165
0.02	0.016539
0.02	0.0162195
0.02	0.016223
0.02	0.0164295
0.02	0.0163347
0.02	0.0165814
0.02	0.0163662
0.02	0.016442
0.02	0.0165687
0.02	0.0168105
0.02	0.0165548
0.02	0.0164658
0.02	0.0162589
0.02	0.0164901
0.02	0.0165144
0.02	0.0166424
0.02	0.0167253
0.02	0.0165992
0.02	0.0165228
0.02	0.0165218
0.02	0.0162329
0.02	0.0165657
0.02	0.0166042
0.02	0.0165798
0.02	0.0163678
0.02	0.0161843
0.02	0.0163771
0.02	0.016465
0.02	0.0165267
0.02	0.0163624
0.02	0.016722
0.02	0.0162672
0.02	0.0165201
0.02	0.0163733
0.02	0.0164896
0.02	0.0167272
0.02	0.0165726
0.02	0.0168142
0.02	0.0167202
0.02	0.0164724
0.02	0.0165292
0.02	0.0161284
0.02	0.0165533
0.02	0.0166585
0.02	0.0166696
0.02	0.0160839
0.02	0.01656
0.02	0.0164246
0.02	0.0162138
0.02	0.0167522
0.02	0.0164695
0.02	0.0164916
0.02	0.0164594
0.02	0.0163053
0.02	0.0167559
0.02	0.0164879
0.02	0.0167165
0.02	0.01629
0.02	0.0163719
0.02	0.0166187
0.02	0.0165167
0.02	0.0163647
0.02	0.0165671
0.02	0.0161398
0.02	0.0164996
0.02	0.016128
0.02	0.0167106
0.02	0.0165616
0.02	0.0163483
0.02	0.0164593
0.02	0.0165159
0.02	0.0167164
0.02	0.0162973
0.02	0.0161584
0.02	0.0166422
0.02	0.0163239
0.02	0.0162134
0.02	0.0165733
0.02	0.016594
0.02	0.0164848
0.02	0.016606
0.02	0.0163636
0.02	0.0166683
0.02	0.0165453
0.02	0.0164573
0.02	0.0164501
0.02	0.0165582
0.02	0.0165362
0.02	0.016517
0.02	0.0166981
0.02	0.01625
0.02	0.016433
0.02	0.0167488
0.02	0.0163464
0.02	0.0163801
0.02	0.0166896
0.02	0.0165353
0.02	0.0168032
0.02	0.0165057
0.02	0.0164317
0.02	0.0168095
0.02	0.016711
0.02	0.0166024
0.02	0.0167246
0.02	0.0162367
