-0.255851	-0.236563	0.0219477
-0.269077	-0.240189	0.0245355
0.0714298	-0.237325	-0.00339961
-0.0692256	0.185249	-0.00411292
0.0527808	0.0958226	-1.99954e-05
0.0701486	0.0295825	-0.00218604
-0.0619463	0.100164	-0.00459538
0.0575877	0.188983	-0.00663745
0.0696925	-0.142159	-0.00252289
0.0661621	0.11306	0.00995728
0.0564412	-0.0776514	-0.00224973
0.0543181	-0.166148	-0.00285271
0.0757912	-0.304075	-0.00844554
-0.0832818	0.0242594	-0.00497054
0.072247	0.114135	-0.00292107
-0.0627537	-0.102343	-0.00550557
-0.062572	-0.00417537	-0.0062697
-0.0746869	0.281808	0.0173625
-0.0582361	-0.00835995	-0.0056945
-0.30177	-0.25544	0.0183838
0.0695073	0.206999	-0.007252
-0.0685604	0.167873	-0.00419191
-0.0881364	0.199228	0.00227669
0.0608391	-0.0940516	-0.00191107
-0.0576579	0.0835679	-0.00585315
-0.126675	0.320911	-0.0361602
-0.0805475	0.255217	0.00921343
0.0552661	0.253918	6.3926e-08
-0.0657777	0.209045	-0.0055429
0.0378333	0.200539	0.000667406
0.103488	0.117031	0.0318101
-0.0658714	0.120469	-0.00810719
0.0536301	0.11486	-0.00412713
0.102865	0.0823523	0.0380635
0.0527951	0.0285012	-0.00305115
-0.0811346	0.0141852	-0.00112721
0.0521139	-0.0560377	0.000660438
-0.0629264	-0.0707595	0.00449537
0.00337764	-0.121182	0.0091139
-0.063416	-0.152107	0.000477508
0.0347573	-0.153759	-0.00189532
-0.220469	-0.217724	0.026548
-0.127091	-0.218855	0.00942091
0.220084	-0.221111	0.0304018
-0.079516	-0.249969	0.000857086
0.0821153	-0.251477	-0.00234786
0.203351	-0.250384	0.0364887
-0.0133374	-0.29722	0.00965113
0.0174532	-0.299829	-0.00234621
0.0655606	-0.299194	-0.00203913
-0.0192761	0.434953	0.00128147
0.0368896	0.292551	0.00703873
0.0495665	0.288287	0.00651594
0.0585445	0.2806	0.0195827
-0.0585907	0.279453	0.0244485
-0.0497229	0.278149	0.0268264
0.018556	0.288771	-0.00770899
0.0274262	0.286719	-0.00478655
-0.0921325	0.281543	0.00646541
0.07445	0.278322	-0.00918564
-0.0916065	0.266855	0.00837949
0.0183827	0.271489	-0.0085516
-0.0383463	0.266357	-0.0100069
0.0741154	0.262798	-0.0144229
-0.0912258	0.253818	0.00966116
0.0696175	0.255973	-0.0178359
-0.0864446	0.243634	0.0115482
-0.0477321	0.201386	0.0119298
0.0694283	0.202975	-0.0023787
-0.0409105	0.201765	0.00114146
-0.0876536	0.197613	0.00404717
0.0183117	0.191559	-0.00382873
0.0691378	0.191201	-0.00711236
-0.0922759	0.189498	0.00227882
-0.0423227	0.192388	-0.00813014
0.0482053	0.184721	-0.000156864
-0.0667251	0.184921	0.000585103
0.0395706	0.181755	-0.00273973
-0.0336689	0.183464	-0.00812838
0.0604876	0.179411	-0.00797861
-0.0664419	0.16727	0.00168697
-0.0585813	0.168762	-0.00237663
0.052277	0.119124	0.0104321
-0.055806	0.118103	0.0127231
0.0432478	0.120462	-0.00278825
-0.0722589	0.122325	-0.00762686
-0.0478615	0.114924	0.00989746
0.0686323	0.111516	0.0081607
-0.0405697	0.113099	0.0026192
0.0265691	0.110948	0.000106938
-0.0889119	0.108508	-0.00505696
-0.0533748	0.104703	0.00199029
0.0765025	0.102853	-0.00485801
0.0556629	0.0978639	-0.00143747
-0.0623982	0.0973903	-0.00113816
-0.0287686	0.0975305	-0.00371077
0.0217743	0.0970331	-0.0061562
0.0805712	0.0941885	-0.00452125
-0.0582845	0.0846119	-0.00220937
-0.0925218	0.0773609	-0.00281089
-0.062653	0.0768644	-0.0030001
0.0372064	0.0662486	-0.0245301
0.0636876	0.0577044	0.00262451
-0.0801061	0.0654349	-0.0274386
