0.02	-0.00464632
0.02	-0.00503548
0.02	-0.00429646
0.02	-0.0029091
0.02	0.00286605
0.02	-0.00347282
0.02	-0.00537226
0.02	-0.00521168
0.02	-0.00273465
0.02	-0.00358451
0.02	0.00133237
0.02	-0.00363885
0.02	-0.00445301
0.02	-0.00428223
0.02	-0.00116808
0.02	-0.00394339
0.02	-0.00493375
0.02	-0.00410217
0.02	-0.00284717
0.02	0.00212678
0.02	-0.00388162
0.02	-0.00473378
0.02	-0.00454066
0.02	-0.000447905
0.02	-0.00415157
0.02	-0.00527913
0.02	-0.0042019
0.02	-0.00271789
0.02	0.00288024
0.02	-0.00362682
0.02	-0.00395837
0.02	-0.00382261
0.02	-0.0012413
0.02	-0.00452904
0.02	-0.00441912
0.02	-0.00358148
0.02	-0.00251839
0.02	0.00311214
0.02	-0.00468555
0.02	-0.00430777
0.02	-0.00390589
0.02	-0.000745675
0.02	-0.0047926
0.02	-0.00481459
0.02	-0.00153162
0.02	-0.005108
0.02	-0.00272775
0.02	0.000555311
0.02	-0.00438442
0.02	-0.0043685
0.02	-0.00198556
0.02	-0.00461006
0.02	-0.00428268
0.02	-0.00104499
0.02	-0.00441174
0.02	-0.00422596
0.02	-0.00176431
0.02	-0.00445925
0.02	-0.00464349
0.02	-0.00165397
0.02	-0.00413079
0.02	-0.00414089
0.02	-0.000723796
0.02	-0.00462162
0.02	-0.00378629
0.02	-0.00100836
0.02	-0.00444795
0.02	-0.00470803
0.02	-0.00141092
0.02	-0.00397735
0.02	-0.0038506
0.02	-0.00139701
0.02	-0.00453164
0.02	-0.00532081
0.02	-0.00427847
0.02	-0.000668396
0.02	-0.00471951
0.02	-0.00436954
0.02	-0.00232387
0.02	0.0023203
0.02	-0.00401705
0.02	-0.00398874
0.02	-0.00529603
0.02	-0.00358389
0.02	-0.000404369
0.02	-0.00373352
0.02	-0.00446945
0.02	-6.3209e-05
0.02	-0.00216763
0.02	-0.00398409
0.02	-0.00406457
0.02	-0.00201547
0.02	0.00149819
0.02	-0.00331443
0.02	-0.00494973
0.02	-0.00436336
0.02	-0.000181069
