0.02	0.0160471
0.02	0.020517
0.02	0.0336501
0.02	0.0146351
0.02	0.0162132
0.02	0.011884
0.02	0.0172545
0.02	0.0193923
0.02	0.0319813
0.02	0.0137379
0.02	0.0146391
0.02	0.0115991
0.02	0.018639
0.02	0.0237169
0.02	0.0304249
0.02	0.0129613
0.02	0.0161379
0.02	0.015405
0.02	0.0153037
0.02	0.0156235
0.02	0.0209627
0.02	0.0128377
0.02	0.016217
0.02	0.0287673
0.02	0.0119742
0.02	0.0153514
0.02	0.0124351
0.02	0.0175793
0.02	0.0140007
0.02	0.0114869
0.02	0.016685
0.02	0.0140949
0.02	0.0115302
0.02	0.0174508
0.02	0.0171341
0.02	0.0196899
0.02	0.0136259
0.02	0.0110355
0.02	0.0119888
0.02	0.0119166
0.02	0.0110098
0.02	0.019768
0.02	0.00934122
0.02	0.0109701
0.02	0.0117413
0.02	0.0162259
0.02	0.0131852
0.02	0.0151915
0.02	0.0183718
0.02	0.00975732
0.02	0.0168721
0.02	0.0126737
0.02	0.0138375
0.02	0.0194284
0.02	0.0084128
0.02	0.0114121
0.02	0.017357
0.02	0.00824336
0.02	0.0092419
0.02	0.0137303
0.02	0.0103626
0.02	0.0115883
0.02	0.0118168
0.02	0.0215638
0.02	0.00953716
0.02	0.0137395
0.02	0.0134041
0.02	0.0155583
0.02	0.0214192
0.02	0.0117923
0.02	0.0106291
0.02	0.0138447
0.02	0.00912014
0.02	0.00864103
0.02	0.0182348
0.02	0.0107145
0.02	0.012133
0.02	0.0138109
0.02	0.0136229
0.02	0.0164933
0.02	0.0250132
0.02	0.00990017
0.02	0.0107325
0.02	0.0151226
0.02	0.0119861
0.02	0.0135707
0.02	0.0238951
0.02	0.0121552
0.02	0.0116649
0.02	0.0153134
0.02	0.0192288
0.02	0.00961212
0.02	0.015422
0.02	0.0116748
0.02	0.0119238
0.02	0.0115034
0.02	0.0096279
0.02	0.0120691
0.02	0.0143006
0.02	0.00949822
0.02	0.0114976
