-0.0288916	-0.042636	0.263376
0.123749	-0.0326747	0.274584
0.205807	-0.0349475	0.254953
0.0721944	-0.120333	0.272017
0.0730552	-0.233476	0.27321
0.115905	-0.12118	0.276374
0.0591657	-0.0803354	0.271177
0.0730747	-0.0800005	0.270111
0.0646574	-0.0695776	0.271024
0.0649634	-0.164237	0.275206
0.076661	-0.205738	0.27811
0.128171	-0.200015	0.272773
0.0699116	-0.0696199	0.271118
0.0753138	-0.160706	0.272929
0.0701517	-0.110411	0.274023
0.0679196	-0.193468	0.273208
0.126116	-0.117932	0.274939
0.0811033	-0.201513	0.274555
0.12374	-0.193177	0.276406
0.0621732	-0.283893	0.270903
0.0571296	-0.199093	0.273293
0.121367	-0.0997096	0.276726
0.069973	-0.145292	0.275616
0.0804113	-0.242869	0.269991
0.180288	-0.0348324	0.272121
0.110311	-0.281245	0.273196
0.094913	-0.217337	0.269925
0.0422491	-0.207097	0.268944
0.0632454	-0.199558	0.275571
0.125941	-0.196538	0.272361
0.146905	-0.185397	0.271171
0.0630142	-0.155987	0.273243
0.115419	-0.15518	0.271992
0.125135	-0.113093	0.273961
0.0434853	-0.101199	0.262066
0.0945195	-0.0999051	0.271737
0.0734079	-0.0793252	0.272585
0.115274	-0.0761678	0.272796
-0.0208895	-0.048777	0.264609
0.0433195	-0.0488364	0.265642
0.196014	-0.0362001	0.256875
0.0532143	-0.0289983	0.268936
0.135664	-0.0294163	0.277083
-0.149058	-0.0148512	0.227559
0.0824115	-0.00814092	0.274928
0.115402	-0.00832592	0.276498
-0.111343	0.016834	0.210851
0.127823	-0.302712	0.273208
0.12252	-0.29968	0.27257
0.0723345	-0.286723	0.271625
0.0827891	-0.288019	0.273938
0.119838	-0.286711	0.27322
0.0644866	-0.283883	0.270873
0.130395	-0.28515	0.275741
0.111775	-0.282701	0.276109
0.117165	-0.281638	0.273772
0.135616	-0.281401	0.2742
0.0855269	-0.277773	0.27115
0.0591605	-0.27503	0.269021
0.138228	-0.275251	0.272968
0.138422	-0.268699	0.275204
0.0622265	-0.25982	0.266524
0.0672756	-0.260432	0.267629
0.0774899	-0.263736	0.273614
0.0676776	-0.244932	0.26828
0.125005	-0.246486	0.274185
0.119632	-0.244106	0.274171
0.130387	-0.244875	0.275968
0.0591644	-0.241531	0.27208
0.0826778	-0.242264	0.273464
0.112027	-0.239462	0.275341
0.133029	-0.239324	0.275871
0.069798	-0.233132	0.271299
0.124847	-0.233125	0.273929
0.0855791	-0.231202	0.274333
0.119734	-0.230617	0.273877
0.137923	-0.225051	0.274499
0.111536	-0.223483	0.275066
0.0612738	-0.222048	0.275152
0.120041	-0.214834	0.274885
0.130029	-0.215716	0.277299
0.0671189	-0.203768	0.271699
0.0615342	-0.201003	0.271485
0.0797029	-0.201142	0.271808
0.117092	-0.201137	0.274063
0.127071	-0.201397	0.274636
0.111163	-0.198387	0.274148
0.0693586	-0.193294	0.272618
0.108855	-0.192936	0.272946
0.0857451	-0.191485	0.274127
0.124403	-0.190138	0.273466
0.137416	-0.18827	0.274907
0.0640935	-0.174585	0.271636
0.0749208	-0.175831	0.275484
0.118981	-0.170952	0.27226
0.124165	-0.171187	0.273006
0.0641593	-0.161247	0.27188
0.0694803	-0.16217	0.273686
0.0745574	-0.161743	0.273247
0.0590793	-0.158612	0.272044
0.0797774	-0.159223	0.274105
0.116695	-0.159228	0.275075
0.129636	-0.158837	0.27509
0.111001	-0.15607	0.27442
0.0799168	-0.153509	0.273151
0.0715764	-0.150362	0.272207
0.0850989	-0.151417	0.274737
0.11934	-0.148729	0.275396
0.0693992	-0.145504	0.272471
0.106037	-0.145811	0.274523
0.0850598	-0.144154	0.27646
0.108722	-0.140512	0.275129
0.0694898	-0.133157	0.275513
0.113743	-0.13172	0.273085
0.126947	-0.132462	0.275539
0.0665315	-0.121382	0.271897
0.0616584	-0.119099	0.27192
0.0772284	-0.119623	0.274209
